,Incident,Location,Reported,Occurred,Comments / Nature of Fire,Disposition,UCPDI#,LON,LAT
1575,Theft,5730 S. Ellis ,8/19/11 12:05 PM,8/17/11 2:20 PM to 2:25 PM,Unknown person took $170 from an unattended wallet,Open,A00570,-87.60255599999998,41.790225
1576,Theft,Woodlawn & 56th,8/19/11 12:33 PM,8/18/11 to 8/19/11 6:00 PM to 9:30 AM,Report of a theft of a bass guitar and lighting console from a building,Closed,A00571,-87.596491,41.793257700000005
1578,Theft from Person,Cornell & 56th,8/20/11 2:39 AM,8/20/11 2:30 AM,Unknown male grabbed woman's purse and fled,Open,A00573,-87.5853698,41.793389399999995
1585,Theft from Motor Vehicle,Hyde Park between Dorchester & Blackstone,8/22/11 9:50 AM,8/19/11 to 8/22/11 12:00 PM to 9:15 AM,"Unknown person shattered driver's side front window of car parked in parking lot and took a GPS holder, GPS charger, CDs and first aid kit",Open,A00579,-87.59117195009671,41.80241290192536
1586,Theft from Motor Vehicle,Madison Park between Kenwood & Dorchester,8/22/11 4:03 PM,8/21/11 to 8/22/11 7:00 PM to 9:00 AM,Unknown person shattered passenger's side front window and took $4.00 in coins from vehicle parked on the street,Open,A00580,-87.57044342254238,41.73865575624728
1590,Theft from Person,Woodlawn between 57th & 58th,8/23/11 11:05 PM,8/23/11 11:05 PM,Unknown male grabbed woman's purse and fled on foot,Open,A00585,-87.59643254974287,41.790515350001435
1593,Theft,5841 S. Maryland ,8/24/11 3:49 PM,8/24/11 12:15 PM to 3:20 PM,Wallet taken from purse placed in unlocked cabinet in unattended office,Open,A00588,-87.6045656,41.7883128
1597,Theft,5706 S. University ,8/25/11 4:56 PM,8/25/11 4:50 PM to 4:55 PM,Unattended cell phone taken from desktop in unsecured office,Open,A00591,-87.59826329999999,41.7909142
1599,Theft from Motor Vehicle,6000 S. Stony Island ,8/26/11 4:07 PM,8/26/11 7:45 AM to 4:05 PM,Unknown person smashed driver's side window of car parked in lot / Took Garmin GPS,Open,A00593,-87.586997,41.785787899999995
1600,Theft from Motor Vehicle,6000 S. Stony Island ,8/26/11 4:07 PM,8/26/11 8:00 AM to 4:00 PM,Unknown person smashed passenger's side window of car parked in lot / Took Garmin GPS,Open,A00594,-87.586997,41.785787899999995
1602,Theft,46th between University & Woodlawn,8/27/11 11:32 AM,8/26/11 8:30 AM to 10:10 PM,Rear license plate taken from vehicle parked on the street,Open,A00596,-100.4891889301336,38.24806182465024
1604,Theft,4945 S. Dorchester,8/29/11 1:37 PM,8/29/11 10:25 AM to 10:30 AM,"Unknown person took unattended, unsecured bicycle from 1st floor hallway of church",Open,A00599,-87.5914834,41.8045499
1605,Theft,5401 S. Cornell ,8/29/11 1:40 PM,8/29/11 9:00 AM to 1:00 PM,"Digital camera, iPod, cell phone, $40 cash taken from unsecured offices",Open,A00598,-87.5850478,41.7978908
1607,Theft from Motor Vehicle,5840 S. Maryland ,8/29/11 7:29 PM,8/29/11 6:15 AM to 7:25 PM,Unknown person smashed passenger's side front window and took a Tom Tom GPS,Open,A00601,-87.60499859999999,41.7888793
1614,Theft,5706 S. University ,9/1/11 6:25 PM,9/1/11 6:20 PM,Unsecured bicycle taken from bike rack,Open,A00606,-87.59826329999999,41.7909142
1615,Theft,5525 S. Ellis ,9/2/11 10:25 AM,8/23/11 to 8/26/11 1:30 PM to 10:30 AM,Unknown person took money bag and keys from office,Open,A00607,-87.601635,41.794038
1616,Theft,900 E. 57th St. ,9/2/11 3:36 PM,9/1/11 9:00 AM to 6:00 PM,"Bicycle, secured with a chain to the bike rack, taken by unknown person",Open,A00608,-87.6034081,41.791646899999996
1619,Theft,52nd between Cottage Grove & Drexel,9/3/11 10:36 PM,9/3/11 7:30 PM to 10:05 PM,Unknown person took tent from residential garage,Closed,A00610,-87.6051509003801,41.800439106304545
1621,Theft from Motor Vehicle,Dorchester between 61st & 62nd,9/4/11 5:52 AM,9/3/11 to 9/4/11 10:30 PM to 5:50 AM,Unknown person smashed driver's side window of car parked on the street / Took cell phone,Open,A00613,-87.59140334975454,41.783283750001296
1624,Theft,5730 S. Drexel ,9/6/11 9:28 AM,9/5/11 6:20 AM to 3:45 PM,Unknown person took bicycle and cable lock that secured it to bike rack,Open,A00616,-87.6038772,41.790394799999994
1625,Theft,5815 S. Maryland ,9/6/11 10:31 AM,9/2/11 to 9/6/11 5:00 PM to 8:00 AM,Portable radio taken from secured office / No signs of forced entry,Open,A00617,-87.6041439,41.78917240000001
1626,Theft,1362 E. 59th St. ,9/7/11 4:11 PM,9/7/11 7:40 AM to 9:00 AM,Wallet taken from purse left on desk top in classroom / Subsequent unauthorized use of credit card reported,Open,A00618,-87.59394040000001,41.78802779999999
1628,Theft from Motor Vehicle,Blackstone between 60th & 61st,9/8/11 12:33 PM,8/25/11 7:00 AM to 3:00 PM,Unknown person entered unlocked vehicle in parking lot / Took HP laptop computer,Open,A00620,-87.59032049970915,41.78525115000217
1631,Theft,Woodlawn between 49th & 50th,9/11/11 5:40 PM,9/11/11 5:25 PM to 5:35 PM,Unknown person took unsecured bicycle from front porch of residence,Open,A00624,-87.59675919976642,41.805081650001156
1632,Theft,52nd between Woodlawn & Kimbark,9/12/11 12:29 PM,9/11/11 to 9/12/11 6:00 PM to 12:00 PM,Unsecured bicycle taken from area under rear porch of private residence,Open,A00625,-87.59586985019409,41.8009096528474
1637,Theft,924 E. 57th St. ,9/13/11 4:37 PM,9/13/11 1:00 PM to 4:30 PM,"Bicycle, secured to bike rack with a cable, was taken by an unknown person",Open,A00628,-87.6028077,41.79192099999999
1641,Theft,South Shore & 54th,9/14/11 5:25 PM,9/8/11 to 9/14/11 9:00 PM to 5:20 PM,Unknown person took catalytic converter from undercarriage of Jeep parked on the street,Open,A00634,-87.58229320000001,41.7981579
1646,Theft,6000 S. Kenwood,9/16/11 12:42 PM,9/16/11 12:35 PM,Unsecured bicycle left on sidewalk taken by unknown person,Open,A00639,-87.5931131,41.784917
1652,Theft from Motor Vehicle,6000 S. Kimbark ,9/19/11 1:44 PM,9/19/11 9:15 AM to 10:15 AM,Unknown person smashed rear passenger's side window of car parked in parking lot and took Garmin GPS from windshield,Open,A00646,-87.5947324,41.7860302
1653,Theft,1362 E. 59th St. ,9/19/11 1:30 PM,6/11/11 to 9/16/11 3:00 PM to 3:00 PM,Unknown person took MacBook laptop computer from secured room / No sign of forced entry,Open,A00647,-87.59394040000001,41.78802779999999
1654,Theft,5835 S. Kenwood ,9/19/11 2:46 PM,7/22/11 to 7/29/11 3:00 PM to 3:00 PM,Unknown person took MacBook laptop computer from secured room / No sign of forced entry,Open,A00648,-87.59314640000001,41.7893866
1655,Theft,5758 S. Maryland ,9/19/11 3:51 PM,8/26/11 3:00 PM,Unattended cash box containing cash and parking vouchers taken from table in conference room,Open,A00649,-87.60554789999998,41.7901233
1656,Theft,5555 S. Ellis ,9/20/11 9:12 AM,9/16/11 2:30 PM to 4:30 PM,Unknown person took tools from two contractor's trucks parked in parking lot,Open,A00652,-87.60085939999998,41.7934028
1657,Theft,57th & Harper,9/20/11 11:29 AM,9/20/11 11:29 AM,UCPD officers arrested two males after they cut lock and took a bicycle from a bike rack,Arrest,A00653,-87.5889455,41.79150739999999
1662,Theft,55th between University & Woodlawn,9/23/11 1:42 PM,9/22/11 to 9/23/11 4:00 PM to 1:30 PM,"Bicycle, secured with U lock, taken from rear of building by an unknown person",Open,A00665,-87.59732705009911,41.79505185257118
1667,Theft,Ellis between 50th & 51st,9/24/11 7:21 PM,9/24/11 1:00 PM to 6:00 PM,Unknown person opened package in lobby of residential building and took articles of clothing,Open,A00670,-87.60173540197675,41.80324375009042
1671,Theft from Motor Vehicle,University between 56th & 57th,9/25/11 2:58 AM,9/25/11 2:30 AM to 2:40 AM,"Unknown persons took cash, pizza warming bag and pizzas from an unlocked delivery van parked on the street",Open,A00674,-87.59810194959995,41.792317600003436
1674,Theft from Motor Vehicle,Hyde Park between Woodlawn & Kimbark,9/26/11 6:23 AM,9/25/11 to 9/26/11 10:00 PM to 6:00 AM,Unknown person smashed passenger's side window of vehicle parked on the street and took GPS,Open,A00677,-87.5958974500405,41.80235020285023
1675,Theft,5505 S. Ellis ,9/26/11 9:51 AM,9/23/11 to 9/26/11 5:00 PM to7:25 AM,Unknown person took two spare tires from University owned pick up trucks parked in the parking structure,Open,A00678,-87.601637,41.79457499999999
1677,Theft,Kimbark between 57th & 58th,9/26/11 4:41 PM,9/25/11 to 9/26/11 11:00 PM to 4:30 PM,Unsecured bicycle taken from rear yard of residence,Open,A00680,-87.59482159967779,41.790531800002256
1678,Theft,5735 S. University ,9/26/11 7:12 PM,9/26/11 5:45 PM to 7:00 PM,Complainants reported two smart phones and a wallet were taken from unattended bags left in unsecured locations,Open,A00681,-87.5976532,41.790340500000006
1684,Theft,900 E. 57th St. ,9/28/11 10:08 AM,9/27/11 to 9/28/11 4:00 PM to 8:30 AM,Two unattended packages taken from desk in open office area,Open,A00689,-87.6034081,41.791646899999996
1686,Theft,1100 E. 57th St. ,9/29/11 11:17 AM,9/29/11 11:00 AM to 11:15 AM,Unknown person took iPhone from armrest of chair as the complainant slept,Open,A00691,-87.6001136,41.7922076
1691,Theft,1100 E. 57th St. (Regenstein Library,9/30/11 7:30 PM,9/30/11 12:00 PM to 12:05 PM,Wallet taken from unattended book bag left on table in library,Open,A00697,-87.6002396,41.792229799999994
1696,Theft,924 E. 57th St.  Bike Rack,10/3/11 7:12 PM,10/3/11 6:00 PM to 7:05 PM,Unknown person cut cable lock and took bicycle from bike rack,Open,A00701,-87.62979820000001,41.8781136
1697,Theft,6051 S. Drexel ,10/4/11 8:12 AM,10/3/11 7:00 AM to 3:00 PM,Unknown person took several tools from an unsecured pick up truck while parked on the construction site.,Open,A00702,-87.60389599999998,41.784335999999996
1699,Theft,1155 E. 60th St. ,10/4/11 5:10 PM,10/4/11 9:45 AM to 1:00 PM,Unknown person gained control of wallet from complainant's back pack / Unauthorized use of credit card subsequently reported,Open,A00704,-87.5971531,41.7855052
1700,Theft,5815 S. Maryland ,10/4/11 9:28 PM,10/4/11 3:00 PM to 4:00 PM,$20 cash taken from patient's money pouch,Open,A00705,-87.6041439,41.78917240000001
1701,Theft,5815 S. Maryland ,10/5/11 1:26 PM,10/5/11 11:45 AM to 1:00 PM,Unknown person took woman's wallet while she dined in restaurant / Subsequent unauthorized use of credit cards was discovered,Open,A00706,-87.6041439,41.78917240000001
1702,Theft,1020 E. 58th St.  Bike Rack,10/5/11 7:22 PM,10/5/11 9:00 AM to 6:00 PM,"Bicycle, chained to bike rack, taken by unknown person",Open,A00707,-87.62979820000001,41.8781136
1704,Theft,1212 E. 59th St. ,10/6/11 11:18 AM,10/5/11 12:15 AM to 3:45 PM,Cash taken from unlocked cash box kept in an unlocked closet,Open,A00709,-87.5955798,41.7882112
1706,Attempt Theft,5655 S. University ,10/6/11 3:53 PM,10/6/11 3:45 PM,Staff member observed an unknown man attempting to take a laptop computer from the building / Suspect fled,Open,A00710,-87.5977896,41.7917026
1707,Theft,5815 S. Maryland ,10/7/11 12:35 AM,10/6/11 5:30 PM to 6:00 PM,Patient reported unknown person took cash and credit cards from her wallet left unattended in unsecured room / Subsequent unauthorized use of credit card reported,Open,A00711,-87.6041439,41.78917240000001
1710,Theft,5720 S. Ellis  Bike Rack,10/7/11 7:49 PM,10/7/11 12:00 P.M. to 7:25 PM,Bicycle chained to bike rack taken by unknown person,Open,A00714,-87.62979820000001,41.8781136
1711,Theft,1100 E. 57th St. ,10/8/11 2:20 PM,10/8/11 1:50 PM to 2:05 PM,Unknown person took laptop computer while complainant fell asleep,Open,A00715,-87.6001136,41.7922076
1714,Theft,55th & Harper,10/9/11 7:37 PM,10/9/11 7:20 PM to 7:30 PM,Woman left her purse on a bus / Purse later returned to owner with $50 cash missing,Open,A00718,-87.58843139999998,41.79513529999999
1720,Theft,6031 S. Ellis ,10/10/11 3:30 PM,10/10/11 8:00 AM to 12:00 PM,Complainant left door to his room open for friends while he was away / Discovered cash missing from his desk,Open,A00724,-87.60034870000001,41.78502539999999
1727,Theft,1414 E. 59th St. ,10/12/11 2:57 PM,10/12/11 11:00 AM to 11:50 AM,Unknown person took unsecured bicycle from unlocked closet on the 2nd floor of the building,Open,A00731,-87.59083340000001,41.788238899999996
1728,Theft from Motor Vehicle,5840 S. Maryland ,10/12/11 4:39 PM,10/12/11 5:00 AM to 4:30 PM,Unknown person smashed driver's side front window of parked car / Took Tom Tom GPS from dashboard,Open,A00733,-87.60499859999999,41.7888793
1729,Theft from Motor Vehicle,54th between Greenwood & University,10/12/11 4:47 PM,10/12/11 11:30 AM to 4:40 PM,Unknown person smashed passenger's side window of car parked on the street / Took Garmin GPS from front seat,Open,A00732,-87.59892360006121,41.79794570266997
1731,Theft from Motor Vehicle,5840 S. Maryland ,10/13/11 8:20 PM,10/13/11 8:00 AM to 8:15 PM,Unknown person smashed driver's side front window of car parked on 4th floor of structure / Took GPS device from dashboard,Open,A00734,-87.60499859999999,41.7888793
1732,Theft from Motor Vehicle,5840 S. Maryland ,10/13/11 8:35 PM,10/13/11 9:00 AM to 8:30 PM,Unknown person smashed driver's side front window of car parked on 5th floor of structure / Took GPS device from dashboard,Open,A00735,-87.60499859999999,41.7888793
1736,Theft,Kenwood between 58th & 59th,10/14/11 5:54 PM,10/14/11 12:30 PM to 6:00 PM,Bicycle secured to bike rack with cable lock taken by unknown person,Open,A00739,-87.61147454480599,41.83387915406417
1737,Theft,5550 S. University ,10/15/11 10:15 AM,10/13/11 3:15 PM to 4:15 PM,Unattended back pack containing  MacBook computer taken from hallway,Open,A00740,-87.598936,41.793561100000005
1738,Theft from Motor Vehicle,60th & Drexel,10/15/11 11:58 AM,10/13/11 to 10/14/11 9:30 PM to 2:00 AM,Unknown person smashed passenger's side vent window of car parked on the street / Took Garmin GPS and can of chemical spray,Open,A00741,-87.60442689999998,41.7858692
1739,Theft from Motor Vehicle,Blackstone & 52nd,10/15/11 12:54 PM,10/14/11 to 10/15/11 7:00 PM to 11:00 AM,Unknown person took catalytic converter from car parked on the street,Open,A00742,-87.5904687,41.8009766
1740,Theft,Hyde Park between 55th & 56th,10/15/11 12:54 PM,10/8/11 to 10/15/11 1:00 PM to 12:45 PM,Unsecured bicycle taken from rear yard of apartment building,Open,A00743,-87.58392149976645,41.7943063000012
1742,Theft,5706 S. University ,10/15/11 6:16 PM,10/15/11 5:00 PM to 5:30 PM,Jacket with iPod and $60 cash placed on rear of chair taken by unknown person,Open,A00745,-87.59826329999999,41.7909142
1743,Theft,54th & Woodlawn,10/16/11 12:26 PM,10/15/11 to 10/16/11 5:00 PM to 10:00 AM,Bicycle chained to city light pole taken by unknown person,Open,A00746,-87.59656590000002,41.7965229
1748,Theft from Motor Vehicle,5840 S. Maryland ,10/17/11 11:58 AM,10/17/11 10:50 AM to 11:55 AM,Unknown person smashed front passenger's side window of car parked on 6th floor / Took GPS from dashboard and two duffle bags of clothing,Open,A00749,-87.60499859999999,41.7888793
1749,Theft from Motor Vehicle,5840 S. Maryland ,10/17/11 1:55 PM,10/17/11 8:15 AM to 1:55 PM,Unknown person smashed front passenger's side window of car parked on 4th floor / Took Garmin GPS from dashboard.,Open,A00750,-87.60499859999999,41.7888793
1751,Theft,1010 E. 59th St. ,10/18/11 12:30 PM,10/18/11 12:25 AM,Unattended back pack taken from hallway on 2nd floor of building,Open,A00752,-87.60082369999998,41.7879638
1752,Theft,57th St. Between Kimbark & Kenwood,10/18/11 1:14 PM,10/12/11 6:00 PM to 7:00 PM,Unknown person removed wallet from purse that was draped over arm of chair in restaurant / Subsequent unauthorized use of credit cards reported,Open,A00754,-87.59326639999998,41.8094772
1753,Theft from Motor Vehicle,Midway Pl. between Drexel & Ellis,10/18/11 11:45 PM,10/18/11 6:00 PM to 11:40 PM,Unknown person smashed driver's side rear window of car parked on the street / Took GPS from glove box and items of clothing from rear seat,Open,A00755,-87.61548680989523,41.832281736949035
1754,Theft,5706 S. University ,10/19/11 10:44 AM,10/18/11 10:35 AM to 1:15 PM,Complainant placed back pack on the back of her chair while she dined / Unknown person removed wallet from back pack / Unauthorized use of credit card subsequently reported,Open,A00757,-87.59826329999999,41.7909142
1756,Theft,57th between Kimbark & Kenwood,10/19/11 4:38 PM,10/19/11 12:30 PM to 1:30 PM,Unknown person took wallet from bag placed on the rear of chair while complainant dined in restaurant / Unauthorized use of credit card subsequently reported,Open,A00759,-87.5940330501519,41.79144970285433
1759,Theft,5550 S. University ,10/20/11 1:19 PM,10/13/11 to 10/20/11 9:00 PM to 1:15 PM,Wooden bench taken from area in front of field house,Open,A00761,-87.598936,41.793561100000005
1760,Theft,1100 E. 57th St. ,10/20/11 4:14 PM,10/20/11 4:00 PM to 4:10 PM,Unattended laptop computer taken from desk on 2nd floor of library,Open,A00762,-87.6001136,41.7922076
1761,Theft,5848 S. University ,10/20/11 5:23 PM,10/20/11 3:00 PM to 5:15 PM,Credit cards taken from handbag left unattended in office cubicle / Subsequent unauthorized use of credit cards reported,Open,A00763,-87.598282,41.788401
1762,Theft,5706 S. University ,10/20/11 6:44 PM,10/19/11 to 10/20/11 11:30 PM to 11:25 AM,Cash taken from safe,Open,A00764,-87.59826329999999,41.7909142
1763,Theft,1100 E. 57th St. ,10/20/11 11:24 PM,10/20/11 3:00 PM to 5:30 PM,Wallet taken from unattended back pack on 5th floor of library / Subsequent unauthorized use of debit card reported,Open,A00765,-87.6001136,41.7922076
1764,Theft,56th & Cottage Grove,10/21/11 11:38 AM,10/21/11 11:37 AM,UCPD officers arrested two men for theft from motor vehicles,Arrest,A00766,-87.60619820000001,41.7931435
1765,Theft,1100 E. 57th St. ,10/21/11 4:27 PM,10/21/11 4:05 PM to 4:25 PM,Unattended back pack containing a laptop computer taken from 2nd floor study area,Open,A00767,-87.6001136,41.7922076
